phenos	drawp	drawz	total_loci	omegacor21	thetacor21	pi2	tau1	tau2	pi_se	omegacor21_se	thetacor21_se	tau1_se	tau2_se	return_code	p1_code	p2_code	p1	p2	p1_category	p2_category	p1_num_cases	p2_num_cases	nonzero_loci
HC106_HC134	3.25512144333e-05	3.99350964634	302597.0	0.974772823474	0.00283189785878	0.104919124914	0.00475294796221	0.00110211082746	0.379940308019	0.244089262278	0.00257208615434	0.287933759732	1.24414587088	0	HC106	HC134	emphysema/chronic_bronchitis	bone_disorder	HC	HC	5601.0	1459.0	31748.2124415
HC125_HC438	0.000785656670907	3.16118005629	299862.0	0.972429241024	0.0356578105184	0.0050409736438	0.0283480217746	0.0510479565252	0.147905288748	0.307615897768	0.00186017651893	0.0709652826421	0.0843857305362	0	HC125	HC438	anaemia	hepatitis	HC	HC	15944.0	1138.0	1511.59643878
HC106_HC339	2.28052763716e-51	15.0315644045	315753.0	0.969688761047	0.0119936020329	0.110999258373	0.00450329135573	0.000518662687611	0.402320526919	0.064510169065	0.00213638570283	0.308172333985	0.880463522361	0	HC106	HC339	emphysema/chronic_bronchitis	fracture_lower_leg_/_ankle	HC	HC	5601.0	5881.0	35048.3488292
HC192_HC431	0.00082595831847	3.14658070811	126287.0	0.967202168991	-0.0251971590303	0.190295378866	0.11322680681	0.00846913832184	0.0947896339444	0.307381967511	0.00571478939451	0.0622528149345	0.147790690068	0	HC192	HC431	bowel_/_intestinal_perforation	emphysema	HC	HC	50.0	1581.0	24031.8325108
INI30250_INI30290	0.0	64.478544047	345583.0	0.964998119978	0.876075840754	0.0752232721641	0.00928117342635	0.00947787161355	0.0213475987917	0.014966189672	0.00150640897026	0.0131039862947	0.0132029945377	0	INI30250	INI30290	reticulocyte_count	high_light_scatter_reticulocyte_percentage	INI	INI	322934.0	322755.0	25995.8840643
HC132_HC326	4.12315488521e-14	7.46632886859	324278.0	0.962956323873	0.396885528503	0.136122336368	0.00668314248199	0.00877848186214	0.0796416222228	0.128973199657	0.00245808263213	0.0506018958717	0.051207310793	0	HC132	HC326	angina	heart_attack/myocardial_infarction	HC	HC	18473.0	12138.0	44141.4789927
FH1220_HC221	1.18207851229e-53	15.3762017595	328393.0	0.962816057785	0.462739494404	0.112639338819	0.00563148007415	0.0131390411202	0.048308587112	0.0626172882512	0.00208487881369	0.0301331864826	0.0276758378971	0	FH1220	HC221	diabetes	diabetes	FH	HC	79177.0	20440.0	36989.9703927
HC148_HC431	0.000729979625114	3.18252695605	136608.0	0.961315956528	-0.0280985279292	0.178382593904	0.106413043432	0.00841238438522	0.101977785449	0.302060585755	0.00549462486029	0.0673368215635	0.149082622484	0	HC148	HC431	wolff_parkinson_white_/_wpw_syndrome	emphysema	HC	HC	56.0	1581.0	24368.489388
HC437_HC79	0.000774983003745	3.16516204972	313749.0	0.960740698525	0.00344353018358	0.0188459887695	0.00976795832949	0.00322841958086	0.618504082284	0.303536022306	0.00213495678702	0.303420684222	0.831658726949	0	HC437	HC79	epilepsy	appendicitis	HC	HC	4210.0	5533.0	5912.91013043
HC148_HC169	0.000461848703031	3.31279171797	136608.0	0.958684843264	-0.0288820421695	0.173268665734	0.108981913547	0.0108086364746	0.0981971601626	0.289388807048	0.00524197759688	0.0647254813012	0.141496890944	0	HC148	HC169	wolff_parkinson_white_/_wpw_syndrome	pernicious_anaemia	HC	HC	56.0	1048.0	23669.8858886
INI30000_INI30140	0.0	65.7710821521	345785.0	0.956673835048	0.892661503159	0.0732238226428	0.010278429538	0.0085283170886	0.0203295438467	0.0145455085084	0.00152444736205	0.0121845743097	0.012796587993	0	INI30000	INI30140	white_blood_cell_(leukocyte)_count	neutrophill_count	INI	INI	328029.0	327479.0	25319.6995126
HC125_HC136	1.45672376804e-09	5.93640209887	309298.0	0.95446995388	0.059783891193	0.00352347522063	0.031033266186	0.097015431195	0.12665984865	0.160782564588	0.00182359924164	0.067567483094	0.0604444296567	0	HC125	HC136	anaemia	connective_tissue_disorder	HC	HC	15944.0	2515.0	1089.80383879
HC360_HC438	0.000685950519879	3.20049845695	173631.0	0.953906765269	-0.0188010817961	0.0707985911474	0.118445335212	0.0192493909455	0.118094666891	0.298049437642	0.00373029882838	0.076248367491	0.103608482562	0	HC360	HC438	grave's_disease	hepatitis	HC	HC	81.0	1138.0	12292.8301795
INI30150_INI30210	0.0	67.5874822051	345575.0	0.948268773063	0.89405562092	0.0646986143346	0.0102251416776	0.00962894418657	0.0197843368076	0.0140302426148	0.00149843354152	0.0122574226789	0.0126533896396	0	INI30150	INI30210	eosinophill_count	eosinophill_percentage	INI	INI	327479.0	327482.0	22358.2236487
HC23_HC317	0.000684260271406	3.20120936761	157031.0	0.945390505599	0.0148703991635	0.13009929971	0.0940976712041	0.0208391362013	0.121090586633	0.295322922382	0.00469976844331	0.0827880349383	0.145981511121	0	HC23	HC317	fibrosing_alveolitis/unspecified_alveolitis	breast_fibroadenoma	HC	HC	69.0	365.0	20429.6231328
HC219_HC389	6.79847376406e-05	3.81538735001	299413.0	0.942711796284	0.0119653949083	0.0195408270655	0.0502738569156	0.0162586148339	0.0432778986884	0.247081543708	0.00183631928828	0.0250920292013	0.0943063420805	0	HC219	HC389	hypothyroidism/myxoedema	urticaria	HC	HC	19920.0	1125.0	5850.77765418
HC360_HC39	1.28908163182e-06	4.70184884962	173624.0	0.9379514879	-0.0299436496698	0.0940045545376	0.09782450372	0.0314250020792	0.125963705184	0.199485674231	0.00440098244345	0.086050075432	0.0745488066683	0	HC360	HC39	grave's_disease	lichen_planus	HC	HC	81.0	586.0	16321.446777
HC382_HC389	0.000394557535629	3.35658483706	299413.0	0.936795691759	0.0136140119919	0.0366329743029	0.0199923571433	0.0120467300459	0.0499583167292	0.279091915514	0.00191385801007	0.0277603217262	0.103619467031	0	HC382	HC389	asthma	urticaria	HC	HC	43626.0	1125.0	10968.388735
HC189_HC69	0.000251645996578	3.47899818627	161461.0	0.935251357425	-0.026515880967	0.114217398189	0.0998642146803	0.024014394862	0.139593175587	0.268827779536	0.00492475440204	0.0934265334359	0.102733662864	0	HC189	HC69	hyperaldosteronism/conn's_syndrome	polycythaemia_vera	HC	HC	72.0	482.0	18441.655329
HC18_HC415	0.00106093648159	3.0726216938	179902.0	0.933737227319	-0.0151433261437	0.0772279398054	0.0958245295209	0.0149317479914	0.151096070856	0.303889420948	0.00405536200286	0.104582676171	0.128440399526	0	HC18	HC415	pemphigoid/pemphigus	aortic_aneurysm	HC	HC	86.0	1210.0	13893.4608269
HC192_HC415	0.000663913728211	3.20989656192	126287.0	0.933686483055	-0.0302491232592	0.194141480817	0.111195869561	0.00853088466051	0.0993297369868	0.290877436405	0.00624505247424	0.0652581865586	0.173687006228	0	HC192	HC415	bowel_/_intestinal_perforation	aortic_aneurysm	HC	HC	50.0	1210.0	24517.5451879
HC189_HC39	2.06242094221e-06	4.60499075329	161472.0	0.931269199401	-0.0329211686195	0.129024333309	0.0911146413272	0.0252250637526	0.135257691109	0.202230416801	0.0052789295419	0.0938789574903	0.0835243162753	0	HC189	HC39	hyperaldosteronism/conn's_syndrome	lichen_planus	HC	HC	72.0	586.0	20833.817148
HC144_INI30230	0.00117660679663	3.0416038689	304654.0	0.930827476376	-0.00185491768548	0.0223442949982	0.00270092962365	0.000545912661945	0.342780977372	0.306031789969	0.00250485001271		0.174574559006	0	HC144	INI30230	chickenpox	nucleated_red_blood_cell_percentage	HC	INI	2458.0	327318.0	6807.27884839
HC219_HC438	1.99120367601e-06	4.61229839521	299862.0	0.922398471593	0.00440192898922	0.0192858851637	0.0505829527346	0.0198621538837	0.0434487518491	0.199986729512	0.00183818235197	0.025201281747	0.0772697600578	0	HC219	HC438	hypothyroidism/myxoedema	hepatitis	HC	HC	19920.0	1138.0	5783.10409695
HC189_HC317	0.0012958749078	3.01241854447	161433.0	0.918992849627	0.0150828661156	0.10161704996	0.108635950909	0.0186097333665	0.107650169793	0.305068115888	0.00401235356201	0.0720625979074	0.171247542035	0	HC189	HC317	hyperaldosteronism/conn's_syndrome	breast_fibroadenoma	HC	HC	72.0	365.0	16404.3452263
HC132_HC299	3.64678312723e-05	3.96650036972	316304.0	0.917279538839	0.168952725153	0.148686693227	0.00637459905447	0.00441242852769	0.0947303997784	0.231256637675	0.00251237383554	0.059642007657	0.116815312021	0	HC132	HC299	angina	heart_failure/pulmonary_odema	HC	HC	18473.0	4657.0	47030.1958145
HC146_HC182	3.2390512357e-14	7.49803617478	298308.0	0.915588130127	-0.00309463718303	0.0252856801176	0.00656436378401	0.008584097755	0.820596977584	0.122110391146	0.0022981027428	0.490962694427	0.823867104128	0	HC146	HC182	pleural_effusion	osteopenia	HC	HC	4391.0	1063.0	7542.92066452
FH1220_HC222	0.000227267740528	3.50621056651	295436.0	0.913565436654	0.0210607918922	0.108175200901	0.00593352815203	0.00939434954385	0.0613854228494	0.260556352599	0.00232660016129	0.0362840287841	0.120628712007	0	FH1220	HC222	diabetes	arterial_embolism	FH	HC	79177.0	782.0	31958.8486535
HC381_HC431	0.000565717883501	3.25562375301	148171.0	0.91161410589	-0.0210410623615	0.125157646664	0.116312252454	0.00915930818381	0.0997494299002	0.280012119044	0.00451144811858	0.0665309972874	0.145183293913	0	HC381	HC431	venous_thromboembolic_disease	emphysema	HC	HC	63.0	1581.0	18544.7336639
INI30260_INI30270	0.0	61.9927712862	345583.0	0.911162392444	0.738171103707	0.0586175874586	0.0109434018225	0.0111754894874	0.0204567408591	0.0146978812778	0.00150875564619	0.0128936647654	0.0130408734698	0	INI30260	INI30270	mean_reticulocyte_volume	mean_sphered_cell_volume	INI	INI	322934.0	322755.0	20257.2417267
HC111_HC355	0.00100142891569	3.08980820715	186716.0	0.909216342886	-0.0019030440371	0.0626279912391	0.106249136013	0.016702425352	0.136306597726	0.294263035739	0.00356872395035	0.0915510105329	0.14593091573	0	HC111	HC355	meningioma_/_benign_meningeal_tumour	rectal_prolapse	HC	HC	92.0	965.0	11693.6480122
HC243_HC443	7.45675074024e-05	3.79250538614	311170.0	0.904824951864	-0.00164669248587	0.0245757629161	0.0179943301598	0.0131391939009	0.114721331017	0.238582377542	0.00192820200911	0.0592863905864	0.0971257161213	0	HC243	HC443	inguinal_hernia	headaches_(not_migraine)	HC	HC	14042.0	2974.0	7647.24014659
HC430_HC96	1.04160114933e-23	9.96899779785	302193.0	0.899753682355	0.0374511440376	0.00379943620026	0.101525370214	0.121549115099	0.0805315835876	0.0902551791665	0.00182602348247	0.0472153617342	0.0511036032856	0	HC430	HC96	rheumatoid_arthritis	polymyalgia_rheumatica	HC	HC	5587.0	1421.0	1148.16302367
HC238_HC317	0.000355574041154	3.38524477554	173404.0	0.893853343358	0.0171213848568	0.0979118251982	0.0900001582638	0.0220256327342	0.130700067965	0.264043932604	0.00399599768183	0.0898122853372	0.160067385956	0	HC238	HC317	acromegaly	breast_fibroadenoma	HC	HC	81.0	365.0	16978.3021367
HC136_HC55	6.19287849651e-37	12.642003243	307990.0	0.893664400634	0.0213142409535	0.00276054718841	0.0787211967929	0.214057190887	0.0723697519474	0.0706900942403	0.00180536117635	0.0533858222531	0.0413363031651	0	HC136	HC55	connective_tissue_disorder	hyperthyroidism/thyrotoxicosis	HC	HC	2515.0	3647.0	850.22092856
HC111_HC177	0.000337774891221	3.39931453704	186331.0	0.89170429165	-0.00585063667962	0.0582744992058	0.10268113439	0.0341865213187	0.164369011957	0.262318853384	0.00371439324603	0.10637848521	0.117947998367	0	HC111	HC177	meningioma_/_benign_meningeal_tumour	dupuytren's_contracture	HC	HC	92.0	326.0	10858.3457115
HC192_HC311	0.00036710948064	3.3764718074	126287.0	0.890636282474	-0.0130528904439	0.189698940439	0.113376620158	0.00581550341848	0.0926430313831	0.263777200959	0.00546774847598	0.0608971438254	0.170788256574	0	HC192	HC311	bowel_/_intestinal_perforation	measles_/_morbillivirus	HC	HC	50.0	2120.0	23956.5100912
HC243_HC310	5.18012547993e-38	12.8355960684	325607.0	0.888470214793	0.492386422878	0.0501970863446	0.0123054947368	0.00850546677316	0.0885010328805	0.0692192407783	0.00185733577398	0.0529889423778	0.0497825889246	0	HC243	HC310	inguinal_hernia	hiatus_hernia	HC	HC	14042.0	41260.0	16344.5226934
INI1578_INI95	2.18763096911e-13	7.24341478325	326097.0	0.881945400492	-0.00252659329574	7.83080321111e-05	0.0162351571127	0.140086702541		0.121758235153	0.00166824146252	0.225207514947		0	INI1578	INI95	average_weekly_champagne_plus_white_wine_intake	pulse_rate_(during_blood-pressure_measurement)	INI	INI	243166.0	30077.0	25.5360143473
HC160_HC246	0.00120459042028	3.03452087274	203963.0	0.878077730115	-0.00938508992961	0.0490027775155	0.108356349266	0.0228425065361	0.144621617705	0.289362890202	0.00310879384674	0.0936680772498	0.146279310475	0	HC160	HC246	fibrocystic_disease	schizophrenia	HC	HC	109.0	568.0	9994.75351039
HC179_HC385	4.0374272857e-06	4.46318958884	312930.0	0.872127864816	0.0525508413638	0.0112767713997	0.0176748613691	0.0336281145554	0.176573071279	0.195404619825	0.00197559194076	0.0964264939238	0.0912366428329	0	HC179	HC385	iron_deficiency_anaemia	peripheral_vascular_disease	HC	HC	7811.0	3517.0	3528.84007411
HC148_HC311	7.68273487873e-05	3.78508719002	136608.0	0.871091944079	-0.0183025344972	0.166451663521	0.112477819563	0.00682143780843	0.092621282563	0.230137880674	0.00495266075662	0.0610385844339	0.149562971424	0	HC148	HC311	wolff_parkinson_white_/_wpw_syndrome	measles_/_morbillivirus	HC	HC	56.0	2120.0	22738.6288503
HC261_HC28	2.39354068355e-09	5.85440938103	306355.0	0.869421757084	0.0126053747559	0.00280221394658	0.0542578100992	0.0694337228525	0.166918923733	0.148507167931	0.00180892881391	0.0876911664081	0.102856002309	0	HC261	HC28	eczema/dermatitis	bronchiectasis	HC	HC	11643.0	1939.0	858.472253604
HC22_HC55	2.60883079764e-28	10.9718790841	313332.0	0.867723573628	0.0189355746124	0.00264622263358	0.0159943046136	0.217633269405	0.0755171464568	0.0790861407581	0.00175058552775	0.0929582631125	0.0427962671095	0	HC22	HC55	osteoporosis	hyperthyroidism/thyrotoxicosis	HC	HC	9135.0	3647.0	829.146230226
HC112_HC12	0.00118445102277	3.03960297466	199939.0	0.863430155677	0.00985611880527	0.0414269455877	0.10517208107	0.0294030538448	0.156936136363	0.284060175909	0.00309250748211	0.101519396461	0.136836771004	0	HC112	HC12	pyelonephritis	testicular_problems_(not_cancer)	HC	HC	105.0	492.0	8282.86207387
HC243_HC404	0.000184369773514	3.56150182347	322965.0	0.863375285656	0.00424816123973	0.025998533991	0.0175414170018	0.00541041701906	0.112202203319	0.2424188807	0.00189022784951	0.0584853208323	0.115164236819	0	HC243	HC404	inguinal_hernia	urinary_tract_infection/kidney_infection	HC	HC	14042.0	11509.0	8396.61653039
HC413_HC69	0.000476231540364	3.30420455595	271479.0	0.8590514285	0.0321197548919	0.00105310093202	0.32770888912	0.165616535815	0.234335948543	0.259987362754	0.00198253340723	0.110975188594	0.128447737238	0	HC413	HC69	hereditary/genetic_haematological_disorder	polycythaemia_vera	HC	HC	291.0	482.0	285.894787924
HC295_HC392	0.000157607213088	3.60246452691	307191.0	0.858901170391	0.00228577958083	0.115822772293	0.00707410438085	0.00686540646614	0.146694167344	0.238420438002	0.00266947339481	0.097736411222	0.150735367162	0	HC295	HC392	carpal_tunnel_syndrome	pancreatitis	HC	HC	8152.0	2106.0	35579.7132434
HC303_HC55	4.84361665184e-91	20.2005197523	306071.0	0.857663737539	0.0238478590663	0.00431223726075	0.487147298453	0.165114201722	0.0390887589974	0.0424575084232	0.00179648724901	0.0260123036803	0.0280410339805	0	HC303	HC55	malabsorption/coeliac_disease	hyperthyroidism/thyrotoxicosis	HC	HC	2094.0	3647.0	1319.85077063
HC148_HC413	2.28531347133e-07	5.04351258369	136481.0	0.856498506468	-0.0298984319293	0.125699921895	0.130076113995	0.0337210945706	0.129393715079	0.169821824028	0.0050261261404	0.0771219710904	0.0842280532356	0	HC148	HC413	wolff_parkinson_white_/_wpw_syndrome	hereditary/genetic_haematological_disorder	HC	HC	56.0	291.0	17155.6510401
HC322_HC95	1.1952900535e-16	8.20066643552	304561.0	0.855609468104	0.570348699764	0.00921810238927	0.0410509970982	0.0402232914858	0.288213264676	0.104334138552	0.00167913844768	0.154642371524	0.134645268291	0	HC322	HC95	crohns_disease	inflammatory_bowel_disease	HC	HC	1652.0	3783.0	2807.47448178
INI30000_INI30120	0.0	66.7157550981	345785.0	0.852601402787	0.55353469932	0.0942856443685	0.0089867231397	0.00931683431416	0.0176291102271	0.0127796110759	0.00167716714607	0.0109299157721	0.0111547280856	0	INI30000	INI30120	white_blood_cell_(leukocyte)_count	lymphocyte_count	INI	INI	328029.0	327479.0	32602.561538
HC110_HC125	4.23086034096e-10	6.13601493275	318154.0	0.85206371379	0.0501994322302	0.00508883866767	0.00500482376026	0.033954442166	0.155342225016	0.138862718414	0.00179787556473	0.301952872706	0.077885258704	0	HC110	HC125	stroke	anaemia	HC	HC	5783.0	15944.0	1619.03437747
INI30040_INI30270	0.0	60.613662275	345640.0	0.844951798958	0.658524602924	0.0578060523565	0.0140296096748	0.011201181709	0.0179712366947	0.0139399562284	0.00153444210305	0.0114267780203	0.0121905180167	0	INI30040	INI30270	mean_corpuscular_volume	mean_sphered_cell_volume	INI	INI	328031.0	322755.0	19980.0839365
HC221_HC438	9.80558397552e-06	4.26927236402	299862.0	0.840002999374	0.00619252337586	0.0869689173714	0.0125258907406	0.00912543934657	0.0600643488002	0.196755542339	0.00218335021014	0.0339720448076	0.107050845074	0	HC221	HC438	diabetes	hepatitis	HC	HC	20440.0	1138.0	26078.6735008
INI30280_INI30290	0.0	60.770582743	347008.0	0.838918916109	0.714788776223	0.0657801385338	0.00764216668334	0.0101880734904	0.0217719641943	0.0138046876999	0.00156717656295	0.0141160717932	0.0135519741907	0	INI30280	INI30290	immature_reticulocyte_fraction	high_light_scatter_reticulocyte_percentage	INI	INI	322755.0	322755.0	22826.2343123
HC219_HC362	4.89120466137e-05	3.89592640239	321272.0	0.838740079711	0.0308197348761	0.0195429663327	0.0506142079831	0.00492634156787	0.0433538955901	0.215286428203	0.00175907508896	0.0252946196534	0.119488333213	0	HC219	HC362	hypothyroidism/myxoedema	respiratory_infection	HC	HC	19920.0	8173.0	6278.60787965
HC443_HC85	0.000145348218683	3.62345265244	310698.0	0.824416748526	0.00876310988194	0.00897947990075	0.00321734238251	0.0412076036424	0.194710674961	0.22752242891	0.0019251540008	1.32545821447	0.102182552039	0	HC443	HC85	headaches_(not_migraine)	enlarged_prostate	HC	HC	2974.0	5078.0	2789.9064462
INI30280_INI30300	0.0	60.8286165589	347008.0	0.821221314354	0.694706438553	0.0710111512506	0.00731658161717	0.00965781530976	0.0213974111561	0.013500575236	0.00159607813369	0.0139047226733	0.0133118966848	0	INI30280	INI30300	immature_reticulocyte_fraction	high_light_scatter_reticulocyte_count	INI	INI	322755.0	322755.0	24641.4375732
HC160_HC39	2.91699846024e-06	4.53231787675	203964.0	0.818509156332	-0.0123157886541	0.0624954960737	0.0908903554895	0.0278663876564	0.148290264092	0.180593943009	0.0035257486511	0.103115809518	0.0985865193432	0	HC160	HC39	fibrocystic_disease	lichen_planus	HC	HC	109.0	586.0	12746.8313612
